"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"1",5,99,4,9,98,NA,98,75,2162,1646
"2",6,99,5,9,417,NA,186,75,2997,2250
"3",4,8,6,4,407,110,205,57,1955,1605
"4",5,99,5,99,355,NA,305,NA,2419,2369
"5",4,99,7,99,387,NA,301,NA,1935,3397
"6",5,99,5,9,110,NA,194,75,2174,2258
"7",6,99,7,99,406,NA,171,NA,2986,3267
"8",4,99,6,9,209,NA,385,75,1757,2965
"9",12,5,15,7,207,2,142,84,2066,3180
"10",5,99,5,99,230,NA,316,NA,2294,2380
"11",6,99,6,99,333,NA,262,NA,2913,2842
"12",4,99,5,99,240,NA,311,NA,1788,2375
"13",5,99,5,9,351,NA,324,75,2415,2388
"14",3,99,4,9,238,NA,120,75,1270,1668
"15",5,8,4,9,276,110,145,75,2340,1693
"16",6,8,5,9,310,110,201,75,2890,2265
"17",6,99,4,9,102,NA,241,75,2682,1789
"18",5,99,4,99,227,NA,350,NA,2291,1898
"19",6,4,4,99,155,12,194,NA,1560,1742
"20",5,99,4,9,49,NA,228,75,2113,1776
"21",5,99,4,99,29,NA,280,NA,2093,1828
"22",9,99,5,9,169,NA,233,75,4297,2297
"23",9,99,6,99,341,NA,287,NA,4469,2867
"24",4,99,5,99,219,NA,88,NA,1767,2152
"25",6,99,4,9,236,NA,206,75,2816,1754
"26",6,99,3,9,102,NA,350,75,2682,1382
"27",7,5,4,99,9,77,309,NA,2141,1857
"28",5,99,8,99,237,NA,44,NA,2301,3656
"29",12,99,6,99,207,NA,209,NA,5883,2789
"30",6,99,4,9,229,NA,291,75,2809,1839
"31",4,99,5,9,148,NA,108,75,1696,2172
"32",7,99,6,99,218,NA,136,NA,3314,2716
"33",5,99,4,99,215,NA,66,NA,2279,1614
"34",4,99,5,9,290,NA,252,75,1838,2316
"35",7,99,5,99,9,NA,146,NA,3105,2210
"36",4,99,4,99,43,NA,70,NA,1591,1618
"37",5,99,7,99,199,NA,375,NA,2263,3471
"38",5,99,4,9,108,NA,207,75,2172,1755
"39",4,99,6,99,262,NA,315,NA,1810,2895
"40",5,3,6,7,162,13,82,85,1045,2662
"41",5,99,5,9,290,NA,277,75,2354,2341
"42",5,99,5,3,171,NA,45,7,2235,1039
"43",7,99,4,9,264,NA,418,75,3360,1966
"44",6,99,15,7,64,NA,142,85,2644,3181
"45",4,99,4,99,115,NA,368,NA,1663,1916
"46",7,99,4,99,81,NA,52,NA,3177,1600
"47",5,99,6,99,253,NA,192,NA,2317,2772
"48",5,99,6,99,10,NA,76,NA,2074,2656
"49",5,99,4,99,118,NA,387,NA,2182,1935
"50",6,99,5,9,139,NA,364,75,2719,2428
"51",5,99,4,9,219,NA,177,75,2283,1725
"52",5,99,5,99,189,NA,81,NA,2253,2145
"53",5,8,6,9,187,110,205,75,2251,2785
"54",5,8,5,9,75,110,145,75,2139,2209
"55",6,99,6,9,169,NA,80,75,2749,2660
"56",4,99,6,9,333,NA,305,75,1881,2885
"57",3,99,4,9,295,NA,89,75,1327,1637
"58",5,99,4,99,432,NA,284,NA,2496,1832
"59",4,99,5,99,239,NA,45,NA,1787,2109
"60",5,99,8,9,139,NA,328,75,2203,3940
"61",6,99,4,7,331,NA,69,84,2911,1617
"62",4,99,4,9,176,NA,281,75,1724,1829
"63",4,99,4,9,276,NA,365,75,1824,1913
"64",6,99,5,99,18,NA,241,NA,2598,2305
"65",4,99,5,9,318,NA,34,75,1866,2098
"66",5,99,5,7,201,NA,109,84,2265,2173
"67",9,99,8,99,203,NA,234,NA,4331,3846
"68",5,99,7,99,178,NA,33,NA,2242,3129
"69",6,8,6,9,117,110,161,75,2697,2741
"70",4,99,5,9,188,NA,325,75,1736,2389
"71",5,99,4,9,311,NA,241,75,2375,1789
"72",8,99,15,99,187,NA,142,NA,3799,7366
"73",5,99,4,9,137,NA,170,75,2201,1718
"74",5,99,15,9,276,NA,142,75,2340,4203
"75",5,99,5,99,195,NA,22,NA,2259,2086
"76",4,99,4,99,34,NA,161,NA,1582,1709
"77",6,99,6,9,198,NA,288,75,2778,2868
"78",5,99,4,99,238,NA,219,NA,2302,1767
"79",16,99,8,3,120,NA,37,42,7860,1074
"80",5,99,4,99,91,NA,177,NA,2155,1725
"81",4,99,6,99,170,NA,169,NA,1718,2749
"82",4,99,5,99,145,NA,48,NA,1693,2112
"83",5,99,5,9,62,NA,98,75,2126,2162
"84",4,99,5,9,253,NA,43,75,1801,2107
"85",5,99,5,9,219,NA,287,75,2283,2351
"86",5,99,4,99,41,NA,2,NA,2105,1550
"87",6,99,4,9,56,NA,231,75,2636,1779
"88",7,99,4,9,135,NA,304,75,3231,1852
"89",4,99,4,99,27,NA,157,NA,1575,1705
"90",4,99,4,99,245,NA,213,NA,1793,1761
"91",6,99,4,5,107,NA,282,2,2687,1830
"92",5,99,4,99,258,NA,165,NA,2322,1713
"93",4,99,6,99,145,NA,27,NA,1693,2607
"94",5,99,4,9,149,NA,265,75,2213,1813
"95",4,99,4,9,264,NA,166,75,1812,1714
"96",4,99,4,99,279,NA,247,NA,1827,1795
"97",3,99,5,99,288,NA,68,NA,1320,2132
"98",6,99,8,5,182,NA,328,66,2762,2130
"99",4,99,4,99,246,NA,323,NA,1794,1871
"100",4,99,5,9,251,NA,352,75,1799,2416
"101",5,99,5,99,16,NA,206,NA,2080,2270
"102",3,99,4,99,245,NA,146,NA,1277,1694
"103",12,8,5,9,207,110,284,75,3722,2348
"104",6,99,4,99,44,NA,184,NA,2624,1732
"105",4,99,4,9,282,NA,276,75,1830,1824
"106",6,8,5,9,308,110,212,75,2888,2276
"107",5,99,4,9,64,NA,206,75,2128,1754
"108",4,99,4,99,49,NA,56,NA,1597,1604
"109",18,99,5,99,78,NA,157,NA,8850,2221
"110",5,99,5,99,41,NA,265,NA,2105,2329
"111",4,99,4,9,294,NA,97,75,1842,1645
"112",7,99,4,9,107,NA,243,75,3203,1791
"113",4,99,4,99,217,NA,251,NA,1765,1799
"114",4,8,6,9,303,110,272,75,1851,2852
"115",7,99,5,99,350,NA,320,NA,3446,2384
"116",4,99,5,9,163,NA,251,75,1711,2315
"117",6,8,5,99,395,82,311,NA,2975,2375
"118",5,99,7,9,237,NA,197,75,2301,3293
"119",5,99,4,99,30,NA,110,NA,2094,1658
"120",4,99,4,9,419,NA,116,75,1967,1664
"121",4,99,4,99,49,NA,211,NA,1597,1759
"122",5,99,4,99,181,NA,218,NA,2245,1766
